name	base_ingredient_1_name	base_ingredient_1_qty	base_ingredient_2_name	base_ingredient_2_qty	base_ingredient_3_name	base_ingredient_3_qty	base_ingredient_4_name	base_ingredient_4_qty	base_ingredient_5_name	base_ingredient_5_qty	base_ingredient_6_name	base_ingredient_6_qty	base_ingredient_7_name	base_ingredient_7_qty	base_ingredient_8_name	base_ingredient_8_qty	base_ingredient_9_name	base_ingredient_9_qty	base_ingredient_10_name	base_ingredient_10_qty	base_ingredient_11_name	base_ingredient_11_qty	base_ingredient_12_name	base_ingredient_12_qty	base_ingredient_13_name	base_ingredient_13_qty	base_ingredient_14_name	base_ingredient_14_qty	base_ingredient_15_name	base_ingredient_15_qty	base_ingredient_16_name	base_ingredient_16_qty	base_ingredient_17_name	base_ingredient_17_qty	base_ingredient_18_name	base_ingredient_18_qty	base_ingredient_19_name	base_ingredient_19_qty	base_ingredient_20_name	base_ingredient_20_qty	base_ingredient_21_name	base_ingredient_21_qty	base_ingredient_22_name	base_ingredient_22_qty	base_ingredient_23_name	base_ingredient_23_qty	base_ingredient_24_name	base_ingredient_24_qty	base_ingredient_25_name	base_ingredient_25_qty	base_ingredient_26_name	base_ingredient_26_qty	base_ingredient_27_name	base_ingredient_27_qty
Seafoam Velvet Armchair	Flux	30	Wood	120	Starmetal Ore	60	Iron Ore	240	Wyrdwood	90	Sandpaper	45	Aged Wood	120	Green Wood	240	Refining Materials Tier 4	200	Advanced Material Converter	10	Oil	4																																
Voidbent Coat	Infused Claw	2	Iron Hide	14540	Refining Materials Tier 5	700	Masterwork Material Converter	35	Refining Materials Tier 3	18200	Common Material Converter	910	Rawhide	8320	Thick Hide	1560	Infused Fang	4	Life Mote	100	Soul Mote	100	Death Mote	100	Fire Mote	100	Earth Mote	100	Water Mote	100	Air Mote	100	Void Ore	1	Void Essence	1	Orichalcum Ore	540	Flux	35	Wood	144	Starmetal Ore	60	Iron Ore	240	Wirefiber	4320	Cloth Weave	280	Fibers	2560	Silk Threads	480
Carved Rosewood Stool	Flux	30	Wood	120	Starmetal Ore	60	Iron Ore	240	Wyrdwood	90	Sandpaper	45	Aged Wood	120	Green Wood	240	Refining Materials Tier 4	200	Advanced Material Converter	10	Oil	4																																
Iron Chisel	Iron Chisel	1																																																				
Golden Steel Storage Chest	Flux	105	Wood	420	Starmetal Ore	180	Iron Ore	720	Orichalcum Ore	120	Ironwood	240	Sandpaper	210	Wyrdwood	360	Aged Wood	480	Green Wood	960	Refining Materials Tier 5	200	Masterwork Material Converter	10	Oil	4	Grand Rune of Holding	1																										
Beasthunter Handwraps	Metals	1	Cloth	2	Tier 5 Leather	6																																																
Basic Corrupted Combat Trophy	Wyrdwood	150	Sandpaper	100	Aged Wood	300	Green Wood	600	Refining Materials Tier 3	200	Common Material Converter	10	Oil	8	Flux	80	Wood	320	Iron Ore	720	Life Mote	25	Starmetal Ore	120	Corrupted Crest	1	Refining Materials Tier 4	200	Advanced Material Converter	10																								
Basic Appetizer	Basic Appetizer	1																																																				
Marauder Gladiator Pants of the Brigand	Marauder Gladiator Pants of the Brigand	1																																																				
Covenant Lumen Pants of the Brigand	Covenant Lumen Pants of the Brigand	1																																																				
Syndicate Chronicler Helm of the Occultist	Syndicate Chronicler Helm of the Barbarian	1	Syndicate Occultist Seal	1	Azoth	50																																																
Timeless Void Gauntlet Shard	Timeless Void Gauntlet Shard	1																																																				
Covenant Lumen Leggings of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Lumen Leggings of the Priest	1																																																
Empowered Pristine Sapphire Earring of the Sentry	Iron Guardsman's Insignia	10	Precious Metals	1	Trinket Hooks	1	Solvent	54	Flawed Sapphire	60	Death Mote	440	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Marauder Gladiator Shoes of the Barbarian	Marauder Barbarian Seal	1	Marauder Gladiator Shoes of the Brigand	1	Azoth	50																																																
Syndicate Adept Jacket of the Priest	Syndicate Adept Jacket of the Priest	1																																																				
Braised Wolf Loin	Honey	1	Tender Wolf Loin	1	Garlic	1	Nut	1	Fish Oil	2	Cinnamon	1	Peppercorn	1																																								
Layered Leather Hat	Metals	1	Tier 4 Leather	11	Cloth	6																																																
Mushroom	Mushroom	1																																																				
Syndicate Plague Doctor Boots of the Sentry	Syndicate Plague Doctor Boots of the Sentry	1																																																				
Infernal Coagulant	Infernal Coagulant	1																																																				
Magical Reagents	Magical Reagents	1																																																				
Shadewalker Leggings of the Sage	Timeless Pants Shard	1	Leathers	4	Metals	2	Tier 5 Cloth	12	Softwood Prayer Beads	10																																												
Roast Pork Shank	Sage	1	Cabbage	1	Pork	1	Milk	2																																														
Bear Claw	Common Transmutation Catalyst	4	Bear Blood	20	Greater Transmutation Catalyst	1																																																
Petrified Wood	Petrified Wood	1																																																				
Practice Golem	Practice Golem	1																																																				
Fur-Lined Orichalcum Gauntlets of the Sage	Timeless Gauntlets Shard	1	Leathers	2	Tier 5 Metals	6	Cloth	1	Softwood Prayer Beads	10																																												
Marauder Gladiator Breastplate of the Cleric	Marauder Cleric Seal	1	Azoth	50	Marauder Gladiator Breastplate of the Barbarian	1																																																
Starmetal Plate Boots	Tier 4 Metals	5	Cloth	1	Leathers	3																																																
Master Repair Kit	Repair Parts	300	Any Craft Mods	1																																																		
Marauder Ravager Gauntlets of the Occultist	Marauder Occultist Seal	1	Marauder Ravager Gauntlets of the Barbarian	1	Azoth	50																																																
Marauder Commander Breastplate of the Cleric	Marauder Cleric Seal	1	Azoth	50	Marauder Commander Breastplate of the Barbarian	1																																																
Glowing Swamp Moss	Glowing Swamp Moss	1																																																				
Glacial Rage	Iron Hide	8100	Refining Materials Tier 5	400	Masterwork Material Converter	20	Refining Materials Tier 3	10500	Common Material Converter	525	Rawhide	4800	Thick Hide	900	Wirefiber	500	Ironwood	1000	Water Mote	1200	Ice Crystal Core	1	Orichalcum Ore	2700	Flux	175	Wood	720	Starmetal Ore	300	Iron Ore	1200																						
Syndicate Adept Breastplate of the Barbarian	Syndicate Adept Breastplate of the Barbarian	1																																																				
Marauder Commander Hat of the Cleric	Marauder Commander Hat of the Brigand	1	Marauder Cleric Seal	1	Azoth	50																																																
Marauder Legatus Cuisses of the Sentry	Marauder Legatus Cuisses of the Sentry	1																																																				
Ash Dining Chair	Green Wood	60	Refining Materials Tier 3	80	Common Material Converter	4	Wood	20	Iron Ore	40																																												
Venom Sac	Fish Guts	60	Common Transmutation Catalyst	12	Greater Transmutation Catalyst	3	Grand Transmutation Catalyst	1																																														
Syndicate Scrivener Shoes of the Brigand	Syndicate Scrivener Shoes of the Brigand	1																																																				
Weak Honing Stone	Fire Mote	1	Stone	4	Death Mote	1																																																
Lazarus Watcher Fire Staff	Metallic Boneweave	1	Spectral Dust	10	Leathers	6	Tier 5 Timber	12	Fire Arcana	1	Metals	5																																										
Glowing Sap	Glowing Sap	1																																																				
Verdun Green Dye	Green Pigment	2	Water	3	Black Pigment	1																																																
String Bean	String Bean	1																																																				
Iron Longsword	Refined Wood	2	Leathers	1	Tier 2 Metals	7																																																
Sage Husk Gloves	Wirefiber	6480	Cloth Weave	420	Fibers	3840	Silk Threads	720	Refining Materials Tier 5	540	Masterwork Material Converter	27	Orichalcum Ore	1620	Flux	105	Wood	432	Starmetal Ore	180	Iron Ore	720	Pattern: Sage Husk Gloves	1	Azoth	225	Iron Hide	6480	Refining Materials Tier 3	8400	Common Material Converter	420	Rawhide	3840	Thick Hide	720																		
Syndicate Chronicler Gloves of the Cleric	Azoth	50	Syndicate Chronicler Gloves of the Brigand	1	Syndicate Cleric Seal	1																																																
Marauder Destroyer Helm of the Brigand	Marauder Destroyer Helm of the Barbarian	1	Marauder Brigand Seal	1	Azoth	50																																																
Syndicate Scrivener Breastplate of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Scrivener Breastplate of the Barbarian	1																																																
Syndicate Scrivener Handcovers of the Priest	Syndicate Scrivener Handcovers of the Priest	1																																																				
Weak Mana Potion	Water	1	Hyssop	2	Magical Reagents	1																																																
Pattern: Sage Husk Pants	Pattern: Sage Husk Pants	1																																																				
Reinforced Brilliant Onyx Amulet	Trinket Chains	1	Precious Metals	1	Trinket Gem Settings	1	Solvent	12	Flawed Onyx	12	Life Mote	80																																										
Marauder Ravager Coat of the Cleric	Marauder Cleric Seal	1	Azoth	50	Marauder Ravager Coat of the Brigand	1																																																
Beasthunter Garb	Metals	1	Cloth	8	Tier 5 Leather	26																																																
Marauder Commander Boots of the Occultist	Marauder Occultist Seal	1	Azoth	50	Marauder Commander Boots of the Barbarian	1																																																
Covenant Adjudicator Coat of the Cleric	Covenant Adjudicator Coat of the Brigand	1	Azoth	50	Covenant Cleric Seal	1																																																
Syndicate Barbarian Seal	Syndicate Barbarian Seal	1																																																				
Burnished Pristine Moonstone Earring of the Soldier	Iron Battle Medal	10	Solvent	54	Flawed Moonstone	60	Death Mote	440	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Shadow Moss Dye	Green Pigment	1	Water	3	Yellow Pigment	2																																																
Voidmetal	Voidmetal	1																																																				
Primal Husk Coat	Pattern: Primal Husk Coat	1	Orichalcum Ore	1620	Flux	105	Wood	432	Starmetal Ore	180	Iron Ore	720	Refining Materials Tier 5	2100	Masterwork Material Converter	105	Wirefiber	19440	Cloth Weave	1260	Fibers	11520	Silk Threads	2160	Iron Hide	35640	Refining Materials Tier 3	46200	Common Material Converter	2310	Rawhide	21120	Thick Hide	3960	Azoth	225																		
Syndicate Chronicler Leggings of the Brigand	Syndicate Brigand Seal	1	Azoth	50	Syndicate Chronicler Leggings of the Priest	1																																																
Covenant Templar Footwear of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Templar Footwear of the Priest	1																																																
Covenant Adjudicator Helm of the Occultist	Covenant Occultist Seal	1	Covenant Adjudicator Helm of the Barbarian	1	Azoth	50																																																
Marauder Destroyer Footwear of the Priest	Marauder Destroyer Footwear of the Priest	1																																																				
Beeswax	Beeswax	1																																																				
Cut Brilliant Topaz	Air Mote	80	Solvent	12	Flawed Topaz	12																																																
Covenant Excubitor Shoes of the Brigand	Covenant Excubitor Shoes of the Brigand	1																																																				
Low Apothecary Cabinet	Aged Wood	80	Sandpaper	20	Green Wood	160	Refining Materials Tier 3	200	Common Material Converter	10	Oil	4	Flux	5	Wood	20	Iron Ore	60																																				
Ebony Painted Bamboo Blinds	Flux	15	Wood	60	Starmetal Ore	30	Iron Ore	120	Black Pigment	3	Fibers	480	Cloth Weave	45	Silk Threads	90																																						
Brine of the Frosty Shore	Flux	27	Wood	60	Starmetal Ore	30	Iron Ore	120	Refining Materials Tier 3	900	Common Material Converter	45	Rawhide	480	Thick Hide	90	Scalecord	2	Platinum Ore	24	Silver Ore	64	Gold Ore	40	Water Mote	400	Ebonwood	4																										
Maple Wall Shelf	Flux	10	Wood	40	Iron Ore	120	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8	Aged Wood	140	Sandpaper	35	Green Wood	280																																				
Starmetal Great axe	Refined Wood	3	Leathers	2	Tier 4 Metals	14																																																
Rusty Cream Dye	Turquoise Pigment	1	Orange Pigment	2	Water	3																																																
Syndicate Alchemist Leggings of the Brigand	Syndicate Brigand Seal	1	Azoth	50	Syndicate Alchemist Leggings of the Priest	1																																																
Spark of Impulse	Spark of Impulse	1																																																				
Marauder Ravager Helm of the Brigand	Marauder Brigand Seal	1	Marauder Ravager Helm of the Barbarian	1	Azoth	50																																																
Syndicate Adept Gloves of the Cleric	Azoth	50	Syndicate Adept Gloves of the Brigand	1	Syndicate Cleric Seal	1																																																
Marauder Ravager Gauntlets of the Cleric	Marauder Ravager Gauntlets of the Barbarian	1	Marauder Cleric Seal	1	Azoth	50																																																
Syndicate Cabalist Gloves of the Barbarian	Azoth	50	Syndicate Barbarian Seal	1	Syndicate Cabalist Gloves of the Brigand	1																																																
Small First Aid Supplies	Small First Aid Supplies	1																																																				
Marauder Commander Boots of the Barbarian	Marauder Commander Boots of the Barbarian	1																																																				
Orichalcum Plate Helm	Tier 5 Metals	8	Leathers	6	Cloth	4																																																
Graverobber's Musket	Orichalcum Ore	24300	Flux	1575	Wood	6480	Starmetal Ore	2700	Iron Ore	10800	Refining Materials Tier 5	1200	Masterwork Material Converter	60	Pattern: Graverobber's Musket	1	Ironwood	4860	Sandpaper	315	Wyrdwood	540	Aged Wood	720	Green Wood	1440	Azoth	225	Iron Hide	3240	Refining Materials Tier 3	4200	Common Material Converter	210	Rawhide	1920	Thick Hide	360																
Covenant Excubitor Coat of the Barbarian	Covenant Excubitor Coat of the Brigand	1	Azoth	50	Covenant Barbarian Seal	1																																																
Mahogany Casual Chair	Flux	70	Wood	280	Starmetal Ore	120	Iron Ore	480	Orichalcum Ore	80	Ironwood	120	Sandpaper	105	Wyrdwood	180	Aged Wood	240	Green Wood	480	Refining Materials Tier 5	200	Masterwork Material Converter	10	Oil	4																												
Empowered Pristine Sapphire Amulet	Trinket Chains	1	Precious Metals	1	Solvent	54	Flawed Sapphire	60	Death Mote	440	Trinket Gem Settings	1																																										
Syndicate Adept Helm of the Barbarian	Syndicate Adept Helm of the Barbarian	1																																																				
Old Books Row Long	Old Books Row Long	1																																																				
Strong Alkahest	Water	1	Hyssop	6																																																		
Coarse Leather	Rawhide	4																																																				
Syndicate Scrivener Boots of the Brigand	Syndicate Scrivener Boots of the Barbarian	1	Syndicate Brigand Seal	1	Azoth	50																																																
Infused Leather Gloves of the Sage	Timeless Leather Gloves Shard	1	Metals	1	Tier 5 Leather	4	Softwood Prayer Beads	10	Cloth	4																																												
Linen Arcane Embroidery	Linen Arcane Embroidery	1																																																				
Timeless Amulet Shard	Timeless Amulet Shard	1																																																				
Festive Sled	Refined Wood	2	Tier 5 Metals	13	Leathers	1	Pattern: Festive Sled	1																																														
Timeripping Great Axe	Wyrdwood	30	Sandpaper	15	Aged Wood	40	Green Wood	80	Blessed Crucible	4	Refining Materials Tier 3	900	Common Material Converter	45	Rawhide	480	Thick Hide	90	Flux	72	Platinum Ore	24	Silver Ore	64	Gold Ore	40	Brightscale Hide	2	Wood	240	Starmetal Ore	120	Iron Ore	480																				
Covenant Adjudicator Gauntlets of the Cleric	Covenant Adjudicator Gauntlets of the Barbarian	1	Azoth	50	Covenant Cleric Seal	1																																																
Primeval Diamond Earring	Precious Metals	1	Trinket Hooks	1	Solvent	4	Flawed Diamond	3	Life Mote	15	Trinket Gem Settings	1																																										
Gypsum Ice Gauntlet Cast	Ruby Gypsum	2																																																				
Soul Essence	Soul Mote	20																																																				
Infused Health Potion	Earth Reagents	1	Medicinal Reagents	1	Spirit Reagents	1	Azoth Water	1	Water	1	Hyssop	10																																										
Rugged Fur Pants	Tier 3 Furs	12	Leathers	4	Metals	2																																																
Iron Skinning Knife	Refined Wood	2	Leathers	1	Tier 2 Metals	7																																																
Rusty Iron Candelabra	Fire Mote	1	Flux	105	Wood	420	Starmetal Ore	180	Iron Ore	720	Orichalcum Ore	120	Beeswax	5																																								
Syndicate Plague Doctor Mask of the Barbarian	Syndicate Plague Doctor Mask of the Sentry	1	Azoth	50	Syndicate Barbarian Seal	1																																																
Starmetal Hatchet	Refined Wood	2	Tier 4 Metals	9	Leathers	1																																																
Shipyard Sentinel Spear	Refined Wood	3	Leathers	2	Tier 4 Metals	14	Jade Collar	10	Jade Talisman	1																																												
Salted Ham with Apple Butter	Honey	1	Apple	1	Juicy Ham Hock	1	Salt	1	Cinnamon	1	Milk	2																																										
Arboreal Pristine Amber Amulet of the Sage	Timeless Amulet Shard	1	Trinket Chains	1	Precious Metals	1	Solvent	54	Earth Mote	440	Flawed Amber	60	Softwood Prayer Beads	10	Trinket Gem Settings	1																																						
Orichalcum Plate Breastplate of the Sage	Leathers	12	Cloth	7	Tier 5 Metals	16	Softwood Prayer Beads	10	Timeless Breastplate Shard	1																																												
Harvest Barley Dye	Blue Pigment	1	Water	3	Yellow Pigment	2																																																
Burnished Flawed Moonstone Ring	Precious Metals	1	Death Mote	2	Flawed Moonstone	1	Trinket Bands	1	Trinket Gem Settings	1																																												
Starlight Dye	Blue Pigment	2	Water	3	Purple Pigment	1																																																
Covenant Excubitor Breastplate of the Barbarian	Covenant Excubitor Breastplate of the Barbarian	1																																																				
Imbued Flawed Opal Amulet	Trinket Chains	1	Flawed Opal	1	Soul Mote	2	Precious Metals	1	Trinket Gem Settings	1																																												
Orichalcum Heavy Gauntlets of the Scholar	Timeless Gauntlets Shard	1	Leathers	2	Tier 5 Metals	6	Cloth	1	Linen Arcane Embroidery	10																																												
Glittering Ebony	Ironwood	540	Sandpaper	35	Wyrdwood	60	Aged Wood	80	Green Wood	160	Refining Materials Tier 5	20	Masterwork Material Converter	1																																								
Marauder Soldier Pants of the Cleric	Marauder Soldier Pants of the Brigand	1	Marauder Cleric Seal	1	Azoth	50																																																
Travel Ration	Raw Foods	1	Tier 2 Raw Foods	1																																																		
Marauder Legatus Breastplate of the Occultist	Marauder Occultist Seal	1	Marauder Legatus Breastplate of the Sentry	1	Azoth	50																																																
Crushing Starmetal Armaments	Flux	6	Wood	24	Starmetal Ore	12	Iron Ore	48	Weaponsmithing Work Order	1	Wyrdwood	24	Sandpaper	12	Aged Wood	32	Green Wood	64	Refining Materials Tier 3	540	Common Material Converter	27	Rawhide	288	Thick Hide	54																												
Starmetal Pocketwatch	Common Transmutation Catalyst	4	Iron Pocketwatch	20	Greater Transmutation Catalyst	1																																																
Corduroy Dye	Black Pigment	2	Green Pigment	1	Water	3																																																
Spectral Pristine Malachite Amulet of the Soldier	Timeless Amulet Shard	1	Trinket Chains	1	Iron Battle Medal	10	Precious Metals	1	Flawed Malachite	60	Soul Mote	440	Solvent	54	Trinket Gem Settings	1																																						
Syndicate Scrivener Headwear of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Scrivener Headwear of the Priest	1																																																
Gypsum Legwear Cast	Ruby Gypsum	2																																																				
Covenant Templar Leggings of the Priest	Covenant Templar Leggings of the Priest	1																																																				
Genesis Core	Fire Mote	30	Earth Mote	30	Water Mote	30	Air Mote	30	Molten Rune	3	Corrupted Rune	3	Life Mote	30	Soul Mote	30	Death Mote	30																																				
Syndicate Cabalist Handcovers of the Priest	Syndicate Cabalist Handcovers of the Priest	1																																																				
Covenant Initiate Gloves of the Brigand	Covenant Initiate Gloves of the Brigand	1																																																				
Gypsum Life Staff Cast	Ruby Gypsum	2																																																				
Fur-Lined Orichalcum Boots of the Sage	Timeless Greaves Shard	1	Leathers	2	Tier 5 Metals	6	Cloth	1	Softwood Prayer Beads	10																																												
Guardian Plate Chestguard	Spectral Dust	10	Leathers	12	Cloth	7	Tier 5 Metals	16																																														
Syndicate Alchemist Jacket of the Priest	Syndicate Alchemist Jacket of the Priest	1																																																				
Abyssal Pristine Amethyst Ring of the Sentry	Iron Guardsman's Insignia	10	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Soul Mote	440	Solvent	54	Flawed Amethyst	60	Trinket Gem Settings	1																																						
Fish with Tomato and Basil	Basil	1	Nut	1	Fish Oil	2	Fish Filet	1	Tomato	1																																												
Infused Silk Robe Pants of the Sage	Timeless Pants Shard	1	Metals	1	Leathers	4	Tier 5 Cloth	12	Softwood Prayer Beads	10																																												
Marauder Destroyer Breastplate of the Barbarian	Marauder Destroyer Breastplate of the Barbarian	1																																																				
Arboreal Pristine Amber Earring of the Sage	Precious Metals	1	Trinket Hooks	1	Solvent	54	Earth Mote	440	Flawed Amber	60	Softwood Prayer Beads	10	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Covenant Lumen Legguards of the Brigand	Covenant Brigand Seal	1	Covenant Lumen Legguards of the Barbarian	1	Azoth	50																																																
Garden Keeper Bow	Putrid Bark	1	Sticky Vines	10	Cloth	2	Tier 5 Timber	15	Leathers	3																																												
Impaling Crude Iron Armaments	Green Wood	14	Weaponsmithing Work Order	1	Rawhide	8	Iron Ore	8																																														
Ixia's Plant Food	Azoth Water	1	Shocking Lodestone	1	Earthspine Leaf	1	Fungal Spores	1	Dragonglory Flower	1	A recipe for plant food	1																																										
Garlic Meat Rations	Cooking Recipe	1	Garlic	5	Potato	5	Red Meat	5																																														
Dummy Frame	Dummy Frame	1																																																				
Arboreal Pristine Amber Ring	Precious Metals	1	Trinket Bands	1	Solvent	54	Earth Mote	440	Flawed Amber	60	Trinket Gem Settings	1																																										
Fur-Lined Orichalcum Helm of the Soldier	Iron Battle Medal	10	Tier 5 Metals	10	Leathers	4	Timeless Plate Helm Shard	1	Cloth	4																																												
Covenant Excubitor Shoes of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Excubitor Shoes of the Brigand	1																																																
Syndicate Adept Legguards of the Cleric	Azoth	50	Syndicate Adept Legguards of the Barbarian	1	Syndicate Cleric Seal	1																																																
Maple Small Table	Flux	15	Wood	60	Iron Ore	180	Aged Wood	120	Sandpaper	30	Green Wood	240	Refining Materials Tier 3	400	Common Material Converter	20	Oil	8																																				
Obelisk Guard Bow	Sparkling Bone Dust	10	Cloth	2	Tier 3 Timber	13	Leathers	3	Vial of Ancient Mutagen	1																																												
Pristine Carnelian Amulet of the Sage	Timeless Amulet Shard	1	Trinket Chains	1	Precious Metals	1	Solvent	54	Fire Mote	440	Flawed Carnelian	60	Softwood Prayer Beads	10	Trinket Gem Settings	1																																						
Wheat	Wheat	1																																																				
Empty Ancient Heart	Empty Ancient Heart	1																																																				
Covenant Initiate Leggings of the Occultist	Covenant Occultist Seal	1	Azoth	50	Covenant Initiate Leggings of the Priest	1																																																
Marauder Gladiator Coat of the Occultist	Marauder Occultist Seal	1	Azoth	50	Marauder Gladiator Coat of the Brigand	1																																																
Layered Fur Boots	Metals	1	Leathers	2	Tier 4 Furs	6																																																
Syndicate Cabalist Coat of the Occultist	Syndicate Occultist Seal	1	Syndicate Cabalist Coat of the Brigand	1	Azoth	50																																																
Premium Precision Tools	Orichalcum Precision Tools	1																																																				
Exotic Herb Supplies	Oregano	12	Cooking Recipe	1	Basil	12	Parsley	12																																														
Frozen Basalt Dye	Black Pigment	2	Water	3	White Pigment	1																																																
Tempered Pristine Emerald Earring of the Sentry	Iron Guardsman's Insignia	10	Earth Mote	440	Solvent	54	Flawed Emerald	60	Precious Metals	1	Trinket Hooks	1	Trinket Gem Settings	1	Timeless Earring Shard	1																																						
Syndicate Adept Boots of the Occultist	Syndicate Occultist Seal	1	Azoth	50	Syndicate Adept Boots of the Barbarian	1																																																
Amethyst	Soul Mote	5	Solvent	2	Flawed Amethyst	3																																																
Syndicate Chronicler Legguards of the Cleric	Azoth	50	Syndicate Chronicler Legguards of the Barbarian	1	Syndicate Cleric Seal	1																																																
Rich Vanilla Dye	Orange Pigment	2	Water	3	Brown Pigment	1																																																
Syndicate Scrivener Gloves of the Barbarian	Azoth	50	Syndicate Barbarian Seal	1	Syndicate Scrivener Gloves of the Brigand	1																																																
Covenant Templar Hat of the Occultist	Covenant Occultist Seal	1	Covenant Templar Hat of the Brigand	1	Azoth	50																																																
Covenant Excubitor Boots of the Cleric	Covenant Excubitor Boots of the Barbarian	1	Azoth	50	Covenant Cleric Seal	1																																																
Maple Casual Chair	Refining Materials Tier 3	200	Common Material Converter	10	Oil	4	Flux	10	Wood	40	Iron Ore	120	Aged Wood	60	Sandpaper	15	Green Wood	120																																				
Shooter Sandwich	Yeast	2	Milk	2	Onion	1	Red Meat	1	Cooked Grain	2																																												
Strong Lost Coating	Oil	1	Life Reagents	1	Tier 3 Offensive Reagents	1																																																
Orichalcum Round Shield of the Soldier	Refined Wood	2	Timeless Round Shield Shard	1	Iron Battle Medal	10	Tier 5 Metals	10	Leathers	1																																												
Covenant Excubitor Hat of the Occultist	Covenant Occultist Seal	1	Covenant Excubitor Hat of the Brigand	1	Azoth	50																																																
Covenant Adjudicator Jacket of the Brigand	Covenant Brigand Seal	1	Azoth	50	Covenant Adjudicator Jacket of the Priest	1																																																
Syndicate Scrivener Headwear of the Barbarian	Azoth	50	Syndicate Barbarian Seal	1	Syndicate Scrivener Headwear of the Priest	1																																																
Covenant Inquisitor Pants of the Brigand	Covenant Brigand Seal	1	Covenant Inquisitor Pants of the Sentry	1	Azoth	50																																																
Tempered Pristine Emerald Amulet of the Scholar	Timeless Amulet Shard	1	Trinket Chains	1	Earth Mote	440	Solvent	54	Flawed Emerald	60	Precious Metals	1	Trinket Gem Settings	1	Linen Arcane Embroidery	10																																						
Fur-Lined Orichalcum Helm of the Sentry	Iron Guardsman's Insignia	10	Tier 5 Metals	10	Leathers	4	Timeless Plate Helm Shard	1	Cloth	4																																												
Marauder Soldier Jacket of the Priest	Marauder Soldier Jacket of the Priest	1																																																				
Dryad's Great Hammer	Orichalcum Ore	24300	Flux	1575	Wood	6480	Starmetal Ore	2700	Iron Ore	10800	Refining Materials Tier 5	1200	Masterwork Material Converter	60	Pattern: Dryad's Great Hammer	1	Ironwood	4860	Sandpaper	315	Wyrdwood	540	Aged Wood	720	Green Wood	1440	Azoth	225	Iron Hide	3240	Refining Materials Tier 3	4200	Common Material Converter	210	Rawhide	1920	Thick Hide	360																
Starmetal Ore	Starmetal Ore	1																																																				
Covenant Templar Legguards of the Cleric	Azoth	50	Covenant Templar Legguards of the Barbarian	1	Covenant Cleric Seal	1																																																
Covenant Excubitor Leggings of the Priest	Covenant Excubitor Leggings of the Priest	1																																																				
Syndicate Plague Doctor Mask of the Cleric	Syndicate Plague Doctor Mask of the Sentry	1	Azoth	50	Syndicate Cleric Seal	1																																																
Flawed Onyx	Flawed Onyx	1																																																				
Wyrdwood Charms	Wyrdwood Charms	1																																																				
Pattern: Graverobber's Rapier	Pattern: Graverobber's Rapier	1																																																				
Gypsum Musket Cast	Ruby Gypsum	2																																																				
Covenant Lumen Jacket of the Brigand	Covenant Brigand Seal	1	Azoth	50	Covenant Lumen Jacket of the Priest	1																																																
Beasthunter Legwraps of the Sentry	Iron Guardsman's Insignia	10	Timeless Leggings Shard	1	Metals	2	Tier 5 Leather	12	Cloth	4																																												
Tarragon	Tarragon	1																																																				
Small Animal Bone	Small Animal Bone	1																																																				
Recipe: Volusus Perfume	Recipe: Volusus Perfume	1																																																				
Covenant Templar Footwear of the Barbarian	Azoth	50	Covenant Barbarian Seal	1	Covenant Templar Footwear of the Priest	1																																																
Pristine Gemstones	Pristine Gemstones	1																																																				
Covenant Templar Shoes of the Cleric	Covenant Templar Shoes of the Brigand	1	Azoth	50	Covenant Cleric Seal	1																																																
Syndicate Cabalist Shoes of the Brigand	Syndicate Cabalist Shoes of the Brigand	1																																																				
Pattern: Soaked Fire Staff	Pattern: Soaked Fire Staff	1																																																				
Shipyard Lookout Coat	Tier 4 Leather	22	Metals	1	Jade Collar	10	Cloth	12																																														
Pristine Pearl Ring of the Soldier	Pristine Pearl	1	Iron Battle Medal	10	Timeless Ring Shard	1	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																										
Cut Brilliant Emerald	Earth Mote	80	Solvent	12	Flawed Emerald	12																																																
Powerful Ancient Coating	Tier 4 Offensive Reagents	1	Earth Reagents	1	Oil	1	Death Reagents	1																																														
Cut Flawed Carnelian	Flawed Carnelian	1	Fire Mote	2																																																		
Marauder Commander Leggings of the Brigand	Marauder Brigand Seal	1	Marauder Commander Leggings of the Priest	1	Azoth	50																																																
Arboreal Flawed Amber Ring	Flawed Amber	1	Earth Mote	2	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																												
White Pigment	White Pigment	1																																																				
Shipyard Watch Shoes	Tier 4 Cloth	5	Metals	1	Jade Collar	10	Leathers	3																																														
Imbued Flawed Opal Ring	Flawed Opal	1	Soul Mote	2	Precious Metals	1	Trinket Bands	1	Trinket Gem Settings	1																																												
