name,base_ingredient_1_name,base_ingredient_1_qty,base_ingredient_2_name,base_ingredient_2_qty,base_ingredient_3_name,base_ingredient_3_qty,base_ingredient_4_name,base_ingredient_4_qty,base_ingredient_5_name,base_ingredient_5_qty,base_ingredient_6_name,base_ingredient_6_qty,base_ingredient_7_name,base_ingredient_7_qty,base_ingredient_8_name,base_ingredient_8_qty,base_ingredient_9_name,base_ingredient_9_qty,base_ingredient_10_name,base_ingredient_10_qty,base_ingredient_11_name,base_ingredient_11_qty,base_ingredient_12_name,base_ingredient_12_qty,base_ingredient_13_name,base_ingredient_13_qty,base_ingredient_14_name,base_ingredient_14_qty,base_ingredient_15_name,base_ingredient_15_qty,base_ingredient_16_name,base_ingredient_16_qty,base_ingredient_17_name,base_ingredient_17_qty,base_ingredient_18_name,base_ingredient_18_qty,base_ingredient_19_name,base_ingredient_19_qty,base_ingredient_20_name,base_ingredient_20_qty,base_ingredient_21_name,base_ingredient_21_qty,base_ingredient_22_name,base_ingredient_22_qty,base_ingredient_23_name,base_ingredient_23_qty,base_ingredient_24_name,base_ingredient_24_qty,base_ingredient_25_name,base_ingredient_25_qty,base_ingredient_26_name,base_ingredient_26_qty,base_ingredient_27_name,base_ingredient_27_qty
Layered Leather Scourge,Rough Leather Scourge,20.0,Common Transmutation Catalyst,4.0,Greater Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Standard Bellows,Common Bellows,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soaked Great Axe,Orichalcum Ore,24300.0,Flux,1575.0,Wood,6480.0,Starmetal Ore,2700.0,Iron Ore,10800.0,Refining Materials Tier 5,1200.0,Masterwork Material Converter,60.0,Pattern: Soaked Great Axe,1.0,Ironwood,4860.0,Sandpaper,315.0,Wyrdwood,540.0,Aged Wood,720.0,Green Wood,1440.0,Azoth,225.0,Iron Hide,3240.0,Refining Materials Tier 3,4200.0,Common Material Converter,210.0,Rawhide,1920.0,Thick Hide,360.0,,,,,,,,,,,,,,,,
Gashing Iron Armaments,Green Wood,60.0,Weaponsmithing Work Order,1.0,Rawhide,20.0,Iron Ore,80.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Masterstroke,Etched Handguard,1.0,Iron Hide,4820.0,Refining Materials Tier 5,500.0,Masterwork Material Converter,25.0,Refining Materials Tier 3,5600.0,Common Material Converter,280.0,Rawhide,2560.0,Thick Hide,480.0,Orichalcum Ore,8560.0,Flux,490.0,Wood,2016.0,Starmetal Ore,840.0,Iron Ore,3360.0,Ironwood,1620.0,Sandpaper,105.0,Wyrdwood,180.0,Aged Wood,240.0,Green Wood,480.0,,,,,,,,,,,,,,,,,,
Ancient Encrusted Totem,Ancient Bone Totem,60.0,Common Transmutation Catalyst,12.0,Greater Transmutation Catalyst,3.0,Grand Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sateen,Fibers,16.0,Cloth Weave,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Gladiator Headwear of the Cleric,Marauder Cleric Seal,1.0,Azoth,50.0,Marauder Gladiator Headwear of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Minor Skinning Gathering Trophy,Refining Materials Tier 3,200.0,Common Material Converter,10.0,Oil,4.0,Air Mote,25.0,Flux,20.0,Wood,80.0,Iron Ore,240.0,Aged Wood,100.0,Sandpaper,25.0,Green Wood,200.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Basic Armaments,Crate of Iron Armaments,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinforced Pristine Onyx Ring of the Sage,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Life Mote,440.0,Solvent,54.0,Flawed Onyx,60.0,Softwood Prayer Beads,10.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Amrine Temple Bow,Cloth,2.0,Tier 3 Timber,13.0,Coagulated Blood,10.0,Leathers,3.0,Vial Of Ectoplasmic Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Voidbent Grips,Infused Claw,2.0,Wirefiber,1080.0,Cloth Weave,70.0,Fibers,640.0,Silk Threads,120.0,Refining Materials Tier 5,180.0,Masterwork Material Converter,9.0,Iron Hide,3740.0,Infused Fang,4.0,Life Mote,100.0,Soul Mote,100.0,Death Mote,100.0,Fire Mote,100.0,Earth Mote,100.0,Water Mote,100.0,Air Mote,100.0,Void Ore,1.0,Void Essence,1.0,Refining Materials Tier 3,4200.0,Common Material Converter,210.0,Rawhide,1920.0,Thick Hide,360.0,Orichalcum Ore,540.0,Flux,35.0,Wood,144.0,Starmetal Ore,60.0,Iron Ore,240.0
Orichalcum Plate Boots of the Scholar,Timeless Greaves Shard,1.0,Cloth,1.0,Leathers,3.0,Tier 5 Metals,5.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Adept Leggings of the Brigand,Syndicate Brigand Seal,1.0,Azoth,50.0,Syndicate Adept Leggings of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Helm of the Barbarian,Covenant Excubitor Helm of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Legatus Gauntlets of the Sentry,Marauder Legatus Gauntlets of the Sentry,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Transference Icon,Transference Icon,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Purified Protective Wyrd Pants,Ceremonial Worked Wool,12.0,Infused Lining,13.0,Protective Wyrd Work Order,1.0,Stitched Wards,14.0,Transference Charm,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venison Stroganoff,Milk,1.0,Onion,1.0,Venison,1.0,Parsley,1.0,Mushroom,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Silk Hat of the Sage,Metals,1.0,Leathers,6.0,Timeless Cap Shard,1.0,Softwood Prayer Beads,10.0,Tier 5 Cloth,11.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warm Iron Chandelier - Bright,Oil,5.0,Iron Ore,60.0,Fibers,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Lazarus Watcher Kite Shield,Metallic Boneweave,1.0,Refined Wood,2.0,Tier 5 Metals,11.0,Spectral Dust,10.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Hatchet of the Sentry,Refined Wood,2.0,Iron Guardsman's Insignia,10.0,Timeless Hatchet Shard,1.0,Tier 5 Metals,10.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graverobber's Hatchet,Pattern: Graverobber's Hatchet,1.0,Orichalcum Ore,16200.0,Flux,1050.0,Wood,4320.0,Starmetal Ore,1800.0,Iron Ore,7200.0,Refining Materials Tier 5,780.0,Masterwork Material Converter,39.0,Ironwood,3240.0,Sandpaper,210.0,Wyrdwood,360.0,Aged Wood,480.0,Green Wood,960.0,Azoth,225.0,Iron Hide,1620.0,Refining Materials Tier 3,2100.0,Common Material Converter,105.0,Rawhide,960.0,Thick Hide,180.0,,,,,,,,,,,,,,,,
Syndicate Scrivener Helm of the Cleric,Syndicate Scrivener Helm of the Barbarian,1.0,Azoth,50.0,Syndicate Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Carnelian Ring of the Ranger,Rough Leather Beaded Straps,10.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Solvent,54.0,Fire Mote,440.0,Flawed Carnelian,60.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Insulated Pristine Topaz Earring of the Sage,Precious Metals,1.0,Trinket Hooks,1.0,Solvent,54.0,Air Mote,440.0,Flawed Topaz,60.0,Softwood Prayer Beads,10.0,Trinket Gem Settings,1.0,Timeless Earring Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Prime Red Meat,Prime Red Meat,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fish Fang,Fish Guts,20.0,Common Transmutation Catalyst,4.0,Greater Transmutation Catalyst,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rough Leather Scourge,Rough Leather Scourge,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Graverobber's Sword,Pattern: Graverobber's Sword,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Set of Rugged Crude Iron Armor,Rawhide,6.0,Fibers,10.0,Iron Ore,14.0,Armorsmithing Work Order,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Shipyard Sentinal Tower Shield,Refined Wood,2.0,Tier 4 Metals,12.0,Jade Collar,10.0,Leathers,1.0,Jade Talisman,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Commander Headwear of the Brigand,Marauder Brigand Seal,1.0,Marauder Commander Headwear of the Priest,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Initiate Footwear of the Cleric,Azoth,50.0,Covenant Initiate Footwear of the Priest,1.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Tower Shield of the Scholar,Refined Wood,2.0,Timeless Tower Shield Shard,1.0,Tier 5 Metals,13.0,Leathers,1.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soaked Ice Gauntlet,Water Mote,1080.0,Orichalcum Ore,19440.0,Flux,1260.0,Wood,5184.0,Starmetal Ore,2160.0,Iron Ore,8640.0,Refining Materials Tier 5,1020.0,Masterwork Material Converter,51.0,Iron Hide,8100.0,Refining Materials Tier 3,10500.0,Common Material Converter,525.0,Rawhide,4800.0,Thick Hide,900.0,Azoth,225.0,Pattern: Soaked Ice Gauntlet,1.0,,,,,,,,,,,,,,,,,,,,,,,,
Major Rune of Holding,Major Rune of Holding,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Warrior's Breath,Empowered Counterbalance,1.0,Orichalcum Ore,11800.0,Flux,700.0,Wood,2880.0,Starmetal Ore,1200.0,Iron Ore,4800.0,Refining Materials Tier 5,800.0,Masterwork Material Converter,40.0,Iron Hide,8600.0,Refining Materials Tier 3,10500.0,Common Material Converter,525.0,Rawhide,4800.0,Thick Hide,900.0,Ironwood,2700.0,Sandpaper,175.0,Wyrdwood,300.0,Aged Wood,400.0,Green Wood,800.0,,,,,,,,,,,,,,,,,,
Ash Cabinet,Refining Materials Tier 3,160.0,Common Material Converter,8.0,Wood,40.0,Green Wood,120.0,Iron Ore,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Ravager Breastplate of the Occultist,Marauder Occultist Seal,1.0,Marauder Ravager Breastplate of the Barbarian,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fur-Lined Orichalcum Boots of the Sentry,Iron Guardsman's Insignia,10.0,Timeless Greaves Shard,1.0,Leathers,2.0,Tier 5 Metals,6.0,Cloth,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Sapphire,Flawed Sapphire,3.0,Solvent,2.0,Death Mote,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Arboreal Pristine Amber Amulet of the Scholar,Timeless Amulet Shard,1.0,Trinket Chains,1.0,Precious Metals,1.0,Solvent,54.0,Earth Mote,440.0,Flawed Amber,60.0,Trinket Gem Settings,1.0,Linen Arcane Embroidery,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Guardian Flanker Pants,Spectral Dust,10.0,Leathers,6.0,Metals,2.0,Tier 5 Cloth,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Pants of the Barbarian,Marauder Barbarian Seal,1.0,Marauder Soldier Pants of the Brigand,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ray-Finned Barb,Ray-Finned Barb,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Pants of the Brigand,Marauder Soldier Pants of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Rapier of the Ranger,Refined Wood,2.0,Rough Leather Beaded Straps,10.0,Timeless Rapier Shard,1.0,Tier 5 Metals,10.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Blueberry Pie,Honey,1.0,Water,1.0,Salt,1.0,Cooked Grain,2.0,Blueberry,1.0,Milk,2.0,Sugar,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Fur Pants of the Sage,Metals,1.0,Timeless Leggings Shard,1.0,Softwood Prayer Beads,10.0,Tier 5 Leather,12.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Black-lacquered Dining Table,Refining Materials Tier 5,400.0,Masterwork Material Converter,20.0,Oil,8.0,Flux,105.0,Wood,420.0,Starmetal Ore,180.0,Iron Ore,720.0,Orichalcum Ore,120.0,Ironwood,240.0,Sandpaper,210.0,Wyrdwood,360.0,Aged Wood,480.0,Green Wood,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crate of Orichalcum Armaments,Crate of Orichalcum Armaments,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Emerald,Solvent,52.0,Earth Mote,260.0,Flawed Emerald,60.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Lumen Shoes of the Brigand,Covenant Lumen Shoes of the Brigand,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Scrivener Breastplate of the Barbarian,Syndicate Scrivener Breastplate of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Sapphire,Solvent,52.0,Flawed Sapphire,60.0,Death Mote,260.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Holly Regent Leggings,Pattern: Holly Regent Leggings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Coagulated Blood,Coagulated Blood,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Well-polished Small Table,Refining Materials Tier 5,400.0,Masterwork Material Converter,20.0,Oil,8.0,Flux,105.0,Wood,420.0,Starmetal Ore,180.0,Iron Ore,720.0,Orichalcum Ore,120.0,Ironwood,240.0,Sandpaper,210.0,Wyrdwood,360.0,Aged Wood,480.0,Green Wood,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Timeless Tower Shield Shard,Timeless Tower Shield Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Ravager Hat of the Occultist,Marauder Occultist Seal,1.0,Marauder Ravager Hat of the Brigand,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Cabalist Breastplate of the Barbarian,Syndicate Cabalist Breastplate of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Holly Regent Headpiece,Tier 5 Leather,11.0,Metals,1.0,Pattern: Holly Regent Headpiece,1.0,Cloth,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Structural Braces,Work Order: Orichalcum Structural Braces,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rough Leather Gloves,Tier 2 Leather,4.0,Metals,1.0,Cloth,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Herb Rations,Cooking Recipe,1.0,Onion,5.0,Tarragon,5.0,Thyme,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cut Pristine Malachite,Flawed Malachite,60.0,Soul Mote,440.0,Solvent,54.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Syndicate Cabalist Gauntlets of the Brigand,Syndicate Brigand Seal,1.0,Azoth,50.0,Syndicate Cabalist Gauntlets of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fur-Lined Orichalcum Greaves of the Sage,Leathers,4.0,Cloth,2.0,Timeless Legguards Shard,1.0,Softwood Prayer Beads,10.0,Tier 5 Metals,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Obelisk Guard Spear,Sparkling Bone Dust,10.0,Refined Wood,3.0,Leathers,2.0,Tier 3 Metals,13.0,Vial of Ancient Mutagen,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Commander Breastplate of the Brigand,Marauder Brigand Seal,1.0,Azoth,50.0,Marauder Commander Breastplate of the Barbarian,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Ironwood Bow of the Ranger,Rough Leather Beaded Straps,10.0,Cloth,2.0,Tier 5 Timber,15.0,Leathers,3.0,Timeless Bow Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Hammer of Forgotten Dreams,Wyrdwood,30.0,Sandpaper,15.0,Aged Wood,40.0,Green Wood,80.0,Blessed Crucible,4.0,Refining Materials Tier 3,900.0,Common Material Converter,45.0,Rawhide,480.0,Thick Hide,90.0,Flux,72.0,Platinum Ore,24.0,Silver Ore,64.0,Gold Ore,40.0,Brightscale Hide,2.0,Wood,240.0,Starmetal Ore,120.0,Iron Ore,480.0,,,,,,,,,,,,,,,,,,,,
Flint,Flint,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Adjudicator Shoes of the Cleric,Azoth,50.0,Covenant Adjudicator Shoes of the Brigand,1.0,Covenant Cleric Seal,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Ravager Headwear of the Brigand,Marauder Brigand Seal,1.0,Marauder Ravager Headwear of the Priest,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Rapier,Refined Wood,2.0,Tier 5 Metals,10.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Infused Leather Hat of the Soldier,Tier 5 Leather,11.0,Iron Battle Medal,10.0,Metals,1.0,Cloth,6.0,Timeless Leather Hat Shard,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinforced Bellows,Reinforced Bellows,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum War Hammer,Refined Wood,3.0,Leathers,2.0,Tier 5 Metals,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jasper,Flawed Jasper,3.0,Air Mote,5.0,Solvent,2.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Swashbuckler Hat,Pattern: Swashbuckler Hat,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Obelisk Priest's Shoes,Pattern: Obelisk Priest's Shoes,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Reinforced Pristine Onyx Amulet,Trinket Chains,1.0,Precious Metals,1.0,Life Mote,440.0,Solvent,54.0,Flawed Onyx,60.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Rosewood Carved Canopy Bed,Flux,30.0,Wood,120.0,Starmetal Ore,60.0,Iron Ore,240.0,Refining Materials Tier 4,400.0,Advanced Material Converter,20.0,Oil,8.0,Wyrdwood,210.0,Sandpaper,105.0,Aged Wood,280.0,Green Wood,560.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Tip of the Iceberg,Pattern: Tip of the Iceberg,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Garden Keeper Round Shield,Refined Wood,2.0,Putrid Bark,1.0,Tier 5 Metals,10.0,Sticky Vines,10.0,Leathers,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maple Desk,Flux,15.0,Wood,60.0,Iron Ore,180.0,Aged Wood,120.0,Sandpaper,30.0,Green Wood,240.0,Refining Materials Tier 3,400.0,Common Material Converter,20.0,Oil,8.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cut Brilliant Amber,Earth Mote,80.0,Flawed Amber,12.0,Solvent,12.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Covenant Excubitor Leggings of the Occultist,Covenant Occultist Seal,1.0,Azoth,50.0,Covenant Excubitor Leggings of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Longsword of the Sage,Refined Wood,2.0,Tier 5 Metals,10.0,Timeless Sword Shard,1.0,Leathers,1.0,Softwood Prayer Beads,10.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Steel Precision Tools,Steel Precision Tools,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Commander Handcovers of the Priest,Marauder Commander Handcovers of the Priest,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Bread Bait,Seasonings,2.0,Yeast,3.0,Cooked Grain,6.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Maritime Velvet Armchair,Flux,30.0,Wood,120.0,Starmetal Ore,60.0,Iron Ore,240.0,Wyrdwood,90.0,Sandpaper,45.0,Aged Wood,120.0,Green Wood,240.0,Refining Materials Tier 4,200.0,Advanced Material Converter,10.0,Oil,4.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Venison Tenderloin,Venison Tenderloin,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Bowed Gloves,Pattern: Bowed Gloves,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fireproof Pristine Ruby Ring of the Soldier,Iron Battle Medal,10.0,Solvent,54.0,Fire Mote,440.0,Flawed Ruby,60.0,Timeless Ring Shard,1.0,Precious Metals,1.0,Trinket Bands,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Marauder Soldier Headwear of the Brigand,Marauder Soldier Headwear of the Priest,1.0,Marauder Brigand Seal,1.0,Azoth,50.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Cereal Stockpile,Wheat,15.0,Cooking Recipe,1.0,Nut,15.0,Barley,15.0,Honey,15.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pattern: Soaked Hatchet,Pattern: Soaked Hatchet,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Mahogany Large Table,Refining Materials Tier 5,400.0,Masterwork Material Converter,20.0,Oil,8.0,Flux,105.0,Wood,420.0,Starmetal Ore,180.0,Iron Ore,720.0,Orichalcum Ore,120.0,Ironwood,240.0,Sandpaper,210.0,Wyrdwood,360.0,Aged Wood,480.0,Green Wood,960.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Apple,Apple,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Graverobber's Ice Gauntlet,Water Mote,1080.0,Orichalcum Ore,19440.0,Flux,1260.0,Wood,5184.0,Starmetal Ore,2160.0,Iron Ore,8640.0,Refining Materials Tier 5,1020.0,Masterwork Material Converter,51.0,Iron Hide,8100.0,Refining Materials Tier 3,10500.0,Common Material Converter,525.0,Rawhide,4800.0,Thick Hide,900.0,Pattern: Graverobber's Ice Gauntlet,1.0,Azoth,225.0,,,,,,,,,,,,,,,,,,,,,,,,
Saltpeter,Saltpeter,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Fireproof Pristine Ruby Amulet of the Soldier,Timeless Amulet Shard,1.0,Trinket Chains,1.0,Iron Battle Medal,10.0,Solvent,54.0,Fire Mote,440.0,Flawed Ruby,60.0,Precious Metals,1.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Pristine Carnelian Amulet of the Ranger,Timeless Amulet Shard,1.0,Rough Leather Beaded Straps,10.0,Trinket Chains,1.0,Precious Metals,1.0,Solvent,54.0,Fire Mote,440.0,Flawed Carnelian,60.0,Trinket Gem Settings,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Soul Wisp,Soul Mote,5.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Orichalcum Heavy Gauntlets,Leathers,2.0,Tier 5 Metals,6.0,Cloth,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
